status,report,source,old_h1_len,old_max_line_len,new_h1_len,new_max_line_len,new_chars
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144915-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-42-body-R-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_42_body_Rebecca_Houze___A_SIGNIFICANCE.md",191,416,191,416,8632
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144923-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-50-body-W-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_50_body_WHAT_WAS_PHILIPPE_STARCK_THINK.md",191,414,191,414,8601
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144925-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-52-body-F-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_52_body_FABRICATING_IDENTITIES__SURVIV.md",191,660,191,416,5867
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144929-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-56-body-S-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_56_body_SECTION_6.md",107,664,107,441,5550
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144930-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-57-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_57_preface_INTRODUCTION.md",110,656,110,427,5463
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144931-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-58-body-R-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_58_body_Rebecca_Houze___OPERATING_MANU.md",191,416,191,416,8362
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144933-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-60-body-D-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_60_body_DO-IT-YOURSELF_MURDER__THE_SOC.md",191,414,191,414,8758
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144935-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-62-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_62_preface_INTRODUCTION_TO_THE_GREEN_CONS.md",150,678,150,431,5677
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144936-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-63-body-J-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_63_body_Joel_Makower,_John_Elkington_a.md",191,434,191,434,9504
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144938-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-65-body-T-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_65_body_THE_HANNOVER_PRINCIPLES__DESIG.md",191,439,191,439,7025
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144940-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-67-body-P-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_67_body_PART_II_METHODS_AND_THEMES.md",124,681,124,441,5670
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144941-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-68-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_68_preface_INTRODUCTION.md",110,672,110,443,5479
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144943-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-70-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_70_preface_INTRODUCTION.md",110,676,110,447,5483
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144944-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-71-body-G-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_71_body_Grace_Lees-Maffei___TAKING_STO.md",191,416,191,416,9173
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144948-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-75-body-D-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_75_body_DESIGN_HISTORY_AND_THE_HISTORY.md",181,414,181,414,6639
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144950-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-77-body-D-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_77_body_DESIGN_HISTORY_AND_THE_HISTORY.md",191,414,191,414,9118
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144956-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-83-body-S-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_83_body_SECTION_8.md",107,664,107,441,5412
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144957-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-84-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_84_preface_INTRODUCTION.md",110,656,110,427,5463
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144960-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-87-body-T-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_87_body_THE_MOST_CHERISHED_OBJECTS_IN_.md",191,414,191,414,10171
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144962-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-89-body-T-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_89_body_THE_HISTORY_OF_CRAFT_Paul_Gree.md",191,414,191,414,8965
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144966-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-93-body-S-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_93_body_SECTION_9___Gender_and_Design.md",127,684,127,441,5776
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144967-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-94-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_94_preface_INTRODUCTION.md",110,676,110,447,5483
rewritten,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B44144970-The-design-history-reader-Grace-Lees-Maffei-Rebecca-Houze-eds-New-York-97-prefac-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York_97_preface_THE_ARCHITECT'S_WIFE,_INTRODUC.md",184,667,184,420,5935
rewritten,00-books-result/The Politics of Design： A (Not So) Global Design Manual for -- [writer and desig/B44140946-The-Politics-of-Design-A-Not-So-Global-Design-Manual-for-writer-report.md,00-books/The Politics of Design： A (Not So) Global Design Manual for -- [writer and desig/The Politics of Design： A (Not So) Global Design Manual for -- [writer and desig_03_bibliography_Further_Reading.md,96,670,96,433,5800
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144990-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_01_preface_THE_PRINTED_IMAGEAND_THETRANSF.md",191,386,191,386,7674
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144992-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_03_preface_Illustrations___Acknowledgemen.md",188,425,188,425,9638
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144994-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_05_bibliography_Select_Bibliography.md",117,689,117,448,5391
rewritten,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B44144995-The-printed-image-and-the-transformation-of-popular-culture-1790-1860-Anderson-0-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/The printed image and the transformation of popular culture, 1790-1860 (Anderson_06_body_PRIMARYSOURCES____Manuscript_C.md",191,453,191,453,7564
rewritten,"00-books-result/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/B44141444-Tom-Flynn-Tim-Barringer-Colonialism-and-the-object-empire-materi-report.md","00-books/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》_06_body_Part_1.md",88,734,88,502,5376
rewritten,"00-books-result/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/B44141456-Tom-Flynn-Tim-Barringer-Colonialism-and-the-object-empire-materi-report.md","00-books/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》_18_preface_Acknowledgements.md",98,724,98,479,6013
rewritten,"00-books-result/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/B44141463-Tom-Flynn-Tim-Barringer-Colonialism-and-the-object-empire-materi-report.md","00-books/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》/Tom Flynn Tim Barringer：《Colonialism and the object empire, material culture and the museum》_25_bibliography_Notes.md",87,735,87,496,5616
rewritten,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B44145016-Windows-and-Mirrors-Interaction-Design-Digital-Art-and-JAY-DAVID-BOLTER-AN-03-pr-report.md","00-books/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN_03_preface_Acknowledgments___Introduction.md",191,425,191,425,10425
rewritten,"00-books-result/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/B44145017-Windows-and-Mirrors-Interaction-Design-Digital-Art-and-JAY-DAVID-BOLTER-AN-04-bo-report.md","00-books/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN/Windows and Mirrors_ Interaction Design, Digital Art, and -- JAY DAVID BOLTER AN_04_body_To_design_a_digital_artifact_i.md",191,447,191,447,10791
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141969-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_28_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141973-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_32_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141977-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_36_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141981-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_40_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141983-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_42_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141987-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_46_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141989-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_48_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141993-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_52_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44141997-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_56_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44142001-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_60_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44142005-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_64_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44142009-World-History-Of-Design-Volume-2_-World-War-I-To-World-War-Victo-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_68_bibliography_Bibliography.md,94,677,94,444,5543
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44145122-World-History-Of-Design-Volume-2-World-War-I-To-World-War-Victor-Margolin-11-bib-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_11_bibliography_Bibliography.md,110,680,110,447,5578
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44145124-World-History-Of-Design-Volume-2-World-War-I-To-World-War-Victor-Margolin-16-bib-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_16_bibliography_Bibliography.md,110,677,110,444,5575
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44145126-World-History-Of-Design-Volume-2-World-War-I-To-World-War-Victor-Margolin-20-bib-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_20_bibliography_Bibliography.md,110,677,110,444,5575
rewritten,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B44145128-World-History-Of-Design-Volume-2-World-War-I-To-World-War-Victor-Margolin-24-bib-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin_24_bibliography_Bibliography.md,110,677,110,444,5575
