priority,rewrite_type,report,source,source_chars,report_chars,original_action,entity_overlap,instruction
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0464-Guide-Further-Reading-final-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,103,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0467-Guide-Further-Reading-01-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,91,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0475-Guide-Further-Reading-02-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,102,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0482-Guide-Further-Reading-03-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,98,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0488-Guide-Further-Reading-04-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,91,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0496-Guide-Further-Reading-05-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,107,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0503-Guide-Further-Reading-06-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,94,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0512-Guide-Further-Reading-07-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,93,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0519-Guide-Further-Reading-08-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,127,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0525-Guide-Further-Reading-09-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,108,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0532-Guide-Further-Reading-10-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,107,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0539-Guide-Further-Reading-11-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/11-GUIDE TO FURTHER READING.md",3784,94,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0899-Chapters-in-Books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,3478,76,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0972-US-Chapters-in-Books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,3478,77,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1110-Chapters-in-books-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/76-Chapters in books.md,3478,75,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1198-Jeeps-Tanks-Landing-Craft-report.md,"00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/425-Jeeps, Tanks, and Landing Craft.md",3357,345,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1119-Type-design-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/35-Type design.md,2850,76,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B0994-Leftist-Political-Graphics-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/234-Leftist political graphics.md,2723,84,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0791-Varney-the-Vampyre-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/32-VARNEY;.THE VAMPYRE;.md",2696,79,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0777-Reynolds-Miscellany-01-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",2617,82,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0778-Reynolds-Miscellany-02-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",2617,85,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0779-Reynolds-Miscellany-03-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",2617,80,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The printed image and the transformation of popular culture, 1790-1860 (Anderson/B0784-Reynolds-Miscellany-04-report.md","00-books/The printed image and the transformation of popular culture, 1790-1860 (Anderson/18-REYNOLDS'S MISCELLANY.md",2617,75,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0724-Further-Reading-Part-I-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/14-FURTHER READING FOR PART I.md",2485,87,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0742-Further-Reading-Part-II-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/14-FURTHER READING FOR PART I.md",2485,69,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0711-Editors-Biographies-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/01-EDITORS' BIOGRAPHIES.md",1702,103,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0363-foreword-first-edition-report.md,00-books/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/03-Foreword to the First Edition.md,1560,153,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0361-Pioneers-Modern-Design-01-report.md,00-books/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/01-Pioneers of Modern Design.md,1002,161,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0361-pioneers-modern-design-report.md,00-books/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/01-Pioneers of Modern Design.md,1002,171,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0362-Pioneers-Modern-Design-02-report.md,00-books/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/01-Pioneers of Modern Design.md,1002,136,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0729-Further-Reading-Part-II-Section-1-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/22-FURTHER READING FOR PART II, SECTION 1.md",898,100,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,短源文结构化重写,"00-books-result/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/B0736-Further-Reading-Part-II-Section-2-report.md","00-books/The designed world _ images, objects, environments -- Buchanan, Richard (editor)/22-FURTHER READING FOR PART II, SECTION 1.md",898,87,needs_v2_rewrite,,按源文实际信息量重写，若只是题名/目录/书目材料则降级处理。
R3,低信息量降级重写,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1141-Gefesselter-Blick-report.md,00-books/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/37-Gefesselter Blick.md,730,76,low_info_needs_boundary_rewrite,,按 V2.0 写成 C/D 类辅助报告，补源文核验、证据边界、不可确认内容，不扩写理论。
R3,低信息量降级重写,00-books-result/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/B0364-foreword-second-edition-report.md,00-books/Pioneers Of Modern Design -- Nikolaus Pevsner -- 79d1b31976f272a671ce2a3b7a2db14/04-Foreword to the Second Edition.md,719,142,low_info_needs_boundary_rewrite,,按 V2.0 写成 C/D 类辅助报告，补源文核验、证据边界、不可确认内容，不扩写理论。
R3,低信息量降级重写,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0309-mediating-relationships-report.md","00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/22-Mediating Relationships.md",38,169,low_info_needs_boundary_rewrite,,按 V2.0 写成 C/D 类辅助报告，补源文核验、证据边界、不可确认内容，不扩写理论。
