action,report,b_number,declared_sources,suggested_source,suggestion_score,suggestion_confidence,flags,rationale
exclude_and_rebuild,"00-books-result/Lawson, Bryan; Dorst, Kees：Design Expertise, 2009/B44137387-01-report.md",B44137387,"00-books/Lawson, Bryan; Dorst, Kees：Design Expertise, 2009/01-01.md",,,,P0:source unreadable/empty but report generated,源文为空或不可读却生成报告，现有报告不能计入可靠完成量；需先恢复/确认源文，再按 V2 重写或降级为 E/D 类。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/11-Sex, Birth and Nurture Unto DeathPatching Together Quilted B-report.md",B0298,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/11-Sex, Birth and Nurture Unto DeathPatching Together Quilted B.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P1:multiple reports declare same source | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/12-Projecting andSubverting Identities-report.md",B0299,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/12-Projecting andSubverting Identities.md",,,,P1:empty/near-empty source graded high | P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/13-Courtly Cruising and Nineteenth-Century American Men's Roman-report.md",B0300,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/13-Courtly Cruising and Nineteenth-Century American Men's Roman.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/14-The Genteel Craft of Subversion-report.md",B0301,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/14-The Genteel Craft of Subversion.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/15-Performing Masculinity ThroughObjects in Postwar America-report.md",B0302,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/15-Performing Masculinity ThroughObjects in Postwar America.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/16-Gender, class and the pipe-report.md",B0303,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/16-Gender, class and the pipe.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment-report.md",B0304,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment.md",,,,P1:empty/near-empty source graded high | P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/18-Seduced by the Archive-report.md",B0305,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/18-Seduced by the Archive.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/19-Kitsch, Enchantment and PowerThe Bleeding Statues of Templem-report.md",B0306,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/19-Kitsch, Enchantment and PowerThe Bleeding Statues of Templem.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/20-War and national identity-report.md",B0307,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/20-War and national identity.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/21-'Magic Toyshops'-report.md",B0308,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/21-'Magic Toyshops'.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/22-Mediating Relationships-report.md",B0309,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/22-Mediating Relationships.md",,,,P1:empty/near-empty source graded high | P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/23-Material Memories-report.md",B0310,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/23-Material Memories.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/24-The Problematic Decision to LiveIrish-Romanian Home-Making a-report.md",B0311,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/24-The Problematic Decision to LiveIrish-Romanian Home-Making a.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/25-Designing Meaningful and LastingUser Experiences-report.md",B0312,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/25-Designing Meaningful and LastingUser Experiences.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/26-Ecological destruction-report.md",B0313,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/26-Ecological destruction.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/27-BIBLIOGRAPHY-report.md",B0314,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/27-BIBLIOGRAPHY.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/28-3 Sex, Birth and Nurture Unto Death-report.md",B0315,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/28-3 Sex, Birth and Nurture Unto Death.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/29-6 Performing Masculinity Through Objects inPostwar America-report.md",B0316,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/29-6 Performing Masculinity Through Objects inPostwar America.md",,,,P2:very incomplete V2 structure | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0298-Sex-Birth-Nurture-Quilted-report.md",B0298,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/11-Sex, Birth and Nurture Unto DeathPatching Together Quilted B.md",,,,P1:low-information source graded A | P2:very incomplete V2 structure | P1:multiple reports declare same source | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0298-quilted-bodies-report.md",B0298,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/11-Sex, Birth and Nurture Unto DeathPatching Together Quilted B.md",0.100,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0299-Projecting-Subverting-Identities-report.md",B0299,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0299-projecting-subverting-identities-report.md",B0299,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/12-Projecting andSubverting Identities.md",0.400,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0300-Courtly-Cruising-report.md",B0300,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0300-courtly-cruising-report.md",B0300,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/13-Courtly Cruising and Nineteenth-Century American Men's Roman.md",0.222,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0301-Genteel-Craft-Subversion-report.md",B0301,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0301-genteel-craft-subversion-report.md",B0301,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/14-The Genteel Craft of Subversion.md",0.600,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0302-Performing-Masculinity-report.md",B0302,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0302-performing-masculinity-report.md",B0302,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/15-Performing Masculinity ThroughObjects in Postwar America.md",0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0303-Gender-Class-Pipe-report.md",B0303,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0303-gender-class-pipe-report.md",B0303,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/16-Gender, class and the pipe.md",0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0304-Objects-Embodiment-report.md",B0304,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment.md",0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0304-objects-and-embodiment-report.md",B0304,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment.md",0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0305-Seduced-by-Archive-report.md",B0305,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/18-Seduced by the Archive.md",0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0305-archive-affect-report.md",B0305,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/18-Seduced by the Archive.md",0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0306-Kitsch-Enchantment-Power-report.md",B0306,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0306-kitsch-enchantment-power-report.md",B0306,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/19-Kitsch, Enchantment and PowerThe Bleeding Statues of Templem.md",0.222,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0307-War-National-Identity-report.md",B0307,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0307-war-national-identity-report.md",B0307,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/20-War and national identity.md",0.600,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0308-Magic-Toyshops-report.md",B0308,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0308-magic-toyshops-report.md",B0308,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/21-'Magic Toyshops'.md",0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0309-Mediating-Relationships-report.md",B0309,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0309-mediating-relationships-report.md",B0309,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/22-Mediating Relationships.md",0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0310-Material-Memories-report.md",B0310,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0310-material-memories-report.md",B0310,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/23-Material Memories.md",0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0311-Irish-Romanian-Home-Making-report.md",B0311,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0311-irish-romanian-home-making-report.md",B0311,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/24-The Problematic Decision to LiveIrish-Romanian Home-Making a.md",0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0312-Meaningful-Lasting-User-Experiences-report.md",B0312,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/25-Designing Meaningful and LastingUser Experiences.md",0.250,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0312-meaningful-lasting-experiences-report.md",B0312,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/25-Designing Meaningful and LastingUser Experiences.md",0.286,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0313-Ecological-Destruction-report.md",B0313,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0313-ecological-destruction-report.md",B0313,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/26-Ecological destruction.md",0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0314-Bibliography-report.md",B0314,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0314-bibliography-report.md",B0314,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/27-BIBLIOGRAPHY.md",0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0315-Sex-Birth-Nurture-repeat-report.md",B0315,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/28-3 Sex, Birth and Nurture Unto Death.md",0.375,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0315-section-sex-birth-nurture-report.md",B0315,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/28-3 Sex, Birth and Nurture Unto Death.md",0.375,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0316-Performing-Masculinity-repeat-report.md",B0316,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/15-Performing Masculinity ThroughObjects in Postwar America.md",0.286,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0316-section-performing-masculinity-report.md",B0316,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/15-Performing Masculinity ThroughObjects in Postwar America.md",0.286,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0317-Love-Objects-full-report.md",B0317,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0317-love-objects-full-report.md",B0317,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/07-How Do I Love Thee Objects ofEndearment in Contemporary Cult.md",0.222,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0318-Love-Objects-preface-report.md",B0318,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor_02_preface_Love_Objects___Love_Objects_Em.md",0.231,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0318-ocr-preface-love-objects-report.md",B0318,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor_02_preface_Love_Objects___Love_Objects_Em.md",0.214,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0319-Love-Objects-contents-report.md",B0319,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/07-How Do I Love Thee Objects ofEndearment in Contemporary Cult.md",0.222,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0319-ocr-toc-contents-report.md",B0319,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor_03_toc_CONTENTS.md",0.133,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0320-Section-One-Lives-of-Objects-report.md",B0320,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment.md",0.167,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0320-section-lives-of-objects-report.md",B0320,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/17-Objects andEmbodiment.md",0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0321-Notes-on-Contributors-OCR-report.md",B0321,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/04-NOTES ON CONTRIBUTORS.md",0.500,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0321-notes-on-contributors-report.md",B0321,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/04-NOTES ON CONTRIBUTORS.md",0.667,high,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0322-Fran-Carter-preface-report.md",B0322,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0322-fran-carter-preface-report.md",B0322,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor_06_preface_Fran_Carter_(School_of_Art_and.md",0.176,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
deduplicate_b_number,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0323-Forgetting-Keeping-Giving-report.md",B0323,,,,,P0:tracked report path not materialized in Windows worktree | P0:duplicate B number,重复 B 编号；需确定唯一保留报告，其余改号、合并或废弃。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0323-forgetting-keeping-giving-report.md",B0323,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/09-Real giving.md",0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0324-Notes-01-report.md",B0324,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/04-NOTES ON CONTRIBUTORS.md",0.333,medium,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
locate_source_then_reaudit,"00-books-result/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/B0324-notes-keeping-giving-report.md",B0324,,"00-books/Love objects _ emotion, design, and material culture -- Anna Moran (Editor), Sor/04-NOTES ON CONTRIBUTORS.md",0.200,low,P0:no source path declared | P0:duplicate B number,报告未声明源文件路径；必须先补齐并核验源文，不能直接算可靠完成。
